,title,rating,review_count,price,publishing_house,binding,number_of_pages,paper_type,language,release_date,height,width,illustrated,thickness
2647,Harry Potter and the Chamber of Secrets. MinaLima Edition. Illustrated edition,5.0,1.0,20420,Scholastic,твердый переплет,400.0,оффсетная,английский,2021.0,236.0,160.0,да,46.0
2648,Капитанская дочка,4.830314232902033,17.495748613678373,1439,АСТ,твердый переплет,256.0,оффсетная,русский,2022.0,199.0,123.0,нет,18.0
2649,Король шрамов,4.7,27.0,3219,АСТ,твердый переплет,608.0,оффсетная,русский,2019.0,200.0,125.0,нет,22.596082241301403
2650,Том Сойердің басынан кешкендері,4.830314232902033,17.495748613678373,2261,Фолиант,мягкая обложка,320.0,оффсетная,казахский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2651,Sonic. Комикс. Заражение. Том 4,5.0,4.0,3313,Эксмо,твердый переплет,104.0,матовая,русский,2020.0,270.0,169.0,да,11.0
2652,Data Science. Наука о данных с нуля,4.830314232902033,17.495748613678373,6309,BHV,мягкая обложка,416.0,оффсетная,русский,2021.0,232.0,165.0,нет,10.0
2653,Турецкий язык без репетитора. Самоучитель турецкого языка,4.7,11.0,1250,АСТ,мягкая обложка,320.0,газетная,"русский, турецкий",2019.0,200.0,125.0,нет,18.0
2654,"Умничка. Стихи, песенки, потешки",5.0,9.0,623,Стрекоза,твердый переплет,48.0,оффсетная,русский,2012.0,166.0,112.0,нет,9.0
2655,Хочу и буду. Дополненное издание,4.6,14.0,3390,Эксмо,мягкая обложка,336.0,оффсетная,русский,2021.0,210.0,162.0,нет,24.0
2656,Первая иллюстрированная энциклопедия для детей,4.830314232902033,17.495748613678373,2688,АСТ,твердый переплет,64.0,матовая,русский,2023.0,263.0,200.0,да,10.0
2657,Все твои совершенства,5.0,20.0,2455,Эксмо,твердый переплет,352.0,оффсетная,русский,2022.0,200.0,135.0,нет,23.0
2658,Зло под солнцем,4.9,8.0,1430,Эксмо,мягкая обложка,320.0,газетная,русский,2022.0,165.0,113.0,нет,21.0
2659,Хроники Нарнии,5.0,3.0,14697,Эксмо,твердый переплет,912.0,оффсетная,русский,2019.0,277.0,177.0,нет,64.0
2660,Дорога к рабству,4.830314232902033,17.495748613678373,1439,АСТ,мягкая обложка,352.0,оффсетная,русский,2021.0,180.0,115.0,нет,18.0
2661,Преступление и наказание,5.0,2.0,827,АСТ,мягкая обложка,608.0,газетная,русский,2023.0,166.0,105.0,нет,25.0
2662,"Неестественные причины. Записки судмедэксперта: громкие убийства, ужасающие теракты и запутанные дела",4.830314232902033,17.495748613678373,1378,Эксмо,мягкая обложка,480.0,газетная,русский,2023.0,180.0,116.0,нет,20.0
2663,Фехтовальщики. Том четвертый,5.0,5.0,2760,Индивидуум паблишинг,мягкая обложка,112.0,оффсетная,русский,2021.0,260.0,165.0,нет,22.596082241301403
2664,Нигиль,4.830314232902033,17.495748613678373,2700,Popcorn Books,мягкая обложка,240.0,оффсетная,русский,2023.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2665,Три товарища,4.9,14.0,2564,АСТ,твердый переплет,480.0,оффсетная,русский,2016.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2666,Краткие ответы на большие вопросы,4.9,15.0,3060,Эксмо,твердый переплет,256.0,оффсетная,русский,2018.0,212.0,138.0,нет,22.596082241301403
2667,Метафорические ассоциативные карты. Методика работы. Внутренний ребенок,5.0,3.0,1652,АСТ,твердый переплет,160.0,газетная,русский,2021.0,175.0,122.0,нет,13.0
2668,Мой лучший друг - желудок. Еда для умных людей,4.9,8.0,3875,АСТ,твердый переплет,496.0,оффсетная,русский,2017.0,219.0,145.0,нет,27.0
2669,Триггерные точки. Пошаговое руководство по терапии хронических мышечных и суставных болей,5.0,4.0,6979,Эксмо,твердый переплет,336.0,оффсетная,русский,2022.0,263.0,204.0,нет,23.0
2670,"Пластичность мозга. Потрясающие факты о том, как мысли способны менять структуру и функции нашего мозга",4.0,1.0,2414,Эксмо,мягкая обложка,576.0,оффсетная,русский,2020.0,177.0,120.0,нет,25.0
2671,Артур Конан Дойл. Полное собрание произведений о Шерлоке Холмсе в одном томе,4.9,80.0,11314,Альфа-книга,твердый переплет,1152.0,оффсетная,русский,2017.0,200.0,130.0,нет,22.596082241301403
2672,Мертвая зона,4.5,13.0,2688,АСТ,твердый переплет,480.0,газетная,русский,2013.0,206.0,137.0,нет,33.0
2673,Снежная королева,4.830314232902033,17.495748613678373,3087,Эксмодетство,твердый переплет,88.0,оффсетная,русский,2023.0,262.0,202.0,нет,10.0
2674,Доктор Сон,4.6,5.0,2688,АСТ,твердый переплет,576.0,газетная,русский,2016.0,206.0,137.0,нет,35.0
2675,"Вязание укороченными рядами. Способы, приемы, техники + коллекция узоров в технике частичного или поворотного вязания",5.0,1.0,7416,Эксмо,твердый переплет,208.0,матовая,русский,2021.0,265.0,207.0,нет,16.0
2676,Затмение,5.0,7.0,4344,АСТ,твердый переплет,512.0,оффсетная,русский,2021.0,220.0,148.0,нет,29.0
2677,Бородино,5.0,7.0,896,Росмэн,твердый переплет,96.0,оффсетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2678,Страны и континенты,4.9,28.0,1115,Росмэн,твердый переплет,96.0,оффсетная,русский,2011.0,221.0,167.0,нет,8.0
2679,Мама и дочь. Как помочь дочери вырасти настоящей женщиной,5.0,2.0,3087,Эксмо,твердый переплет,336.0,оффсетная,русский,2022.0,208.0,146.0,нет,23.0
2680,Психология влияния. Как научиться убеждать и добиваться успеха,5.0,4.0,3539,Эксмо,твердый переплет,416.0,типографская,русский,2012.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2681,"Больше, чем просто красивая. 12 сил женщины, перед которой невозможно устоять",3.4,9.0,2079,Эксмо,мягкая обложка,288.0,оффсетная,русский,2016.0,177.0,125.0,нет,22.596082241301403
2682,Познаю мир. Для детей 4-5 лет. Часть 1,4.7,3.0,1287,Эксмо,мягкая обложка,56.0,оффсетная,русский,2013.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2683,Крах и восход,4.9,22.0,2595,АСТ,твердый переплет,416.0,газетная,русский,2018.0,208.0,137.0,нет,30.0
2684,Замок Броуди,4.9,19.0,4634,Иностранка / КоЛибри,твердый переплет,608.0,оффсетная,русский,2021.0,220.0,147.0,нет,33.0
2685,Книга пяти колец,4.7,26.0,958,АСТ,мягкая обложка,192.0,оффсетная,русский,2021.0,179.0,116.0,нет,16.0
2686,Преступление и наказание,4.5,26.0,1000,АСТ,мягкая обложка,672.0,газетная,русский,2015.0,180.0,117.0,нет,25.0
2687,Саймон и программа Homo sapiens,4.9,8.0,2760,Popcorn Books,мягкая обложка,368.0,оффсетная,русский,2018.0,210.0,138.0,нет,25.0
2688,Искра жизни,4.9,13.0,1651,АСТ,мягкая обложка,480.0,газетная,русский,2015.0,180.0,115.0,нет,22.0
2689,"Золотой ключик, или Приключения Буратино",4.9,49.0,1694,Росмэн,твердый переплет,144.0,оффсетная,русский,2012.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2690,Отцы и дети,4.9,10.0,1024,АСТ,мягкая обложка,288.0,газетная,русский,2015.0,180.0,118.0,нет,18.0
2691,1Q84. Тысяча Невестьсот Восемьдесят Четыре. Комплект из 3 книг,4.830314232902033,17.495748613678373,8908,Эксмо,мягкая обложка,1440.0,оффсетная,русский,2021.0,200.0,125.0,нет,82.0
2692,Правила по русскому языку и математике. Для начальных классов,4.9,75.0,973,Стрекоза,мягкая обложка,128.0,оффсетная,русский,2015.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2693,Мир как воля и представление,5.0,1.0,1338,АСТ,мягкая обложка,672.0,газетная,русский,2020.0,180.0,115.0,нет,30.0
2694,Робинзон Крузо,5.0,24.0,954,Азбука,твердый переплет,448.0,газетная,русский,1973.184034736139,200.0,126.0,нет,25.0
2695,Унесенные ветром,5.0,11.0,5043,Иностранка,твердый переплет,1088.0,оффсетная,русский,2021.0,217.0,145.0,нет,46.0
2696,В лесу,5.0,4.0,998,Росмэн,твердый переплет,48.0,оффсетная,русский,2020.0,220.0,167.0,нет,7.0
2697,Sonic. Нежелательные последствия. Комикс. Том 1 (перевод от Diamond Dust и Сыендука),5.0,16.0,3313,Эксмо,твердый переплет,104.0,оффсетная,русский,2020.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2698,Три метра над небом. Книга 3. Трижды ты,4.3,8.0,2178,РИПОЛ классик,мягкая обложка,704.0,типографская,русский,2022.0,180.0,115.0,нет,22.596082241301403
2699,Свидание со смертью,5.0,24.0,1430,Эксмо,мягкая обложка,288.0,газетная,русский,2019.0,166.0,113.0,нет,19.0
2700,Карты метафорические ассоциативные «Я разрешаю»,4.830314232902033,17.495748613678373,7250,АСТ,твердый переплет,357.2,оффсетная,русский,1973.184034736139,208.49660407510987,144.30630990415335,нет,22.596082241301403
2701,Жутко громко и запредельно близко,4.7,24.0,3087,Эксмо,мягкая обложка,512.0,оффсетная,русский,2017.0,180.0,115.0,нет,26.0
2702,Лучшие сказки мира на английском языке. Уровень 1,4.5,4.0,913,АСТ,мягкая обложка,128.0,оффсетная,"русский, английский",2021.0,200.0,125.0,нет,9.0
2703,Код да Винчи,5.0,42.0,1420,АСТ,мягкая обложка,544.0,газетная,русский,2014.0,179.0,114.0,нет,33.0
2704,Путы материнской любви,4.7,59.0,1637,Центрполиграф,мягкая обложка,256.0,газетная,русский,2022.0,201.0,126.0,нет,15.0
2705,Худеющий,5.0,3.0,1389,АСТ,мягкая обложка,352.0,газетная,русский,2022.0,180.0,116.0,нет,25.0
2706,Чакры. 7 ключей для пробуждения и исцеления энергетического тела,5.0,14.0,1745,Форс,мягкая обложка,224.0,газетная,русский,2018.0,200.0,125.0,нет,13.0
2707,Русские народные сказки,4.9,58.0,1723,Росмэн,твердый переплет,144.0,оффсетная,русский,2012.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2708,Институт,5.0,11.0,4218,АСТ,твердый переплет,608.0,оффсетная,русский,2020.0,200.0,125.0,нет,32.0
2709,Братья Карилло. Когда мы упали,4.3,7.0,3087,Freedom,твердый переплет,480.0,оффсетная,русский,2021.0,210.0,144.0,нет,24.0
2710,Календарь на спирали на 2024 год «Жизненный»,4.830314232902033,17.495748613678373,1565,АСТ,мягкая обложка,357.2,оффсетная,русский,1973.184034736139,208.49660407510987,144.30630990415335,нет,22.596082241301403
2711,Развиваем внимание и логическое мышление: Тетрадь для детей 3-4 лет,5.0,13.0,337,Литур,мягкая обложка,32.0,оффсетная,русский,2019.0,240.0,165.0,нет,2.0
2712,Ангелы и демоны,4.9,46.0,1420,АСТ,мягкая обложка,640.0,газетная,русский,2014.0,179.0,116.0,нет,38.0
2713,Англо-русский русско-английский словарь с произношением,5.0,1.0,708,АСТ,мягкая обложка,160.0,газетная,русский,2022.0,198.0,124.0,нет,10.0
2714,Дело Аляски Сандерс,4.830314232902033,17.495748613678373,4749,АСТ,твердый переплет,624.0,пухлая,русский,2023.0,220.0,146.0,нет,52.0
2715,Как стать эффективным лидером,5.0,3.0,2287,Попурри,мягкая обложка,208.0,оффсетная,русский,2019.0,199.0,135.0,нет,12.0
2716,"Маленькое счастье. Как жить, чтобы все было хорошо",4.9,29.0,2079,Эксмо,мягкая обложка,416.0,оффсетная,русский,2018.0,200.0,138.0,нет,22.596082241301403
2717,Кратчайшая история времени,4.9,12.0,3875,АСТ,твердый переплет,176.0,оффсетная,русский,2017.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2718,Карта мира. Политическая и физическая,5.0,2.0,1640,АСТ,мягкая обложка,2.0,оффсетная,русский,2023.0,590.0,880.0,нет,1.0
2719,Семь подземных королей,4.8,17.0,1108,Самовар,твердый переплет,176.0,оффсетная,русский,2011.0,220.0,145.0,нет,15.0
2720,Печальный кипарис,5.0,4.0,1430,Эксмо,мягкая обложка,320.0,газетная,русский,2020.0,165.0,112.0,нет,32.0
2721,Язык телодвижений. Самое авторитетное руководство по «чтению мыслей» (подарочное издание),5.0,2.0,5114,Эксмо,твердый переплет,496.0,оффсетная,русский,2017.0,215.0,163.0,нет,27.0
2722,Гравити Фолз. Графический роман. Выпуск 4,5.0,6.0,3217,Эксмо,мягкая обложка,216.0,оффсетная,русский,2019.0,212.0,138.0,да,22.596082241301403
2723,Книжные хроники Анимант Крамб,4.7,9.0,3763,Эксмо,твердый переплет,704.0,оффсетная,русский,2021.0,200.0,125.0,нет,40.0
2724,Гениальность и помешательство,4.8,10.0,1044,АСТ,мягкая обложка,384.0,оффсетная,русский,2019.0,180.0,115.0,нет,22.596082241301403
2725,Сумерки,5.0,17.0,4344,АСТ,твердый переплет,416.0,оффсетная,русский,2021.0,220.0,148.0,нет,23.0
2726,Самый великий торговец в мире,5.0,6.0,2335,Попурри,интегральный переплет,112.0,оффсетная,русский,2022.0,205.0,147.0,нет,8.0
2727,Мифы Древней Греции,5.0,2.0,14216,Эксмодетство,твердый переплет,496.0,оффсетная,русский,2021.0,287.0,228.0,нет,38.25
2728,Дар. 12 ключей к внутреннему освобождению и обретению себя,4.9,10.0,5048,"Манн, Иванов и Фербер",твердый переплет,256.0,оффсетная,русский,2021.0,215.0,150.0,нет,16.0
2729,Скрытые намерения,4.8,10.0,3217,Inspiria,твердый переплет,416.0,пухлая,русский,2023.0,208.0,133.0,нет,25.0
2730,Третья девушка,4.3,9.0,1430,Эксмо,мягкая обложка,352.0,газетная,русский,2022.0,164.0,113.0,нет,22.0
2731,Письмо незнакомки,5.0,11.0,1095,АСТ,мягкая обложка,352.0,оффсетная,русский,2019.0,180.0,115.0,нет,17.0
2732,Превращение,4.5,2.0,1231,Эксмо,твердый переплет,352.0,газетная,русский,2022.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2733,Отцы и дети,5.0,8.0,1266,Азбука,твердый переплет,416.0,газетная,русский,2020.0,205.0,135.0,нет,30.0
2734,Мертвая зона,4.9,7.0,1651,АСТ,мягкая обложка,544.0,газетная,русский,2014.0,180.0,116.0,нет,26.0
2735,Английский язык. Годовой курс занятий,5.0,2.0,1084,АСТ,мягкая обложка,96.0,оффсетная,"русский, английский",2022.0,280.0,205.0,нет,22.596082241301403
2736,Девочка с Земли,4.9,15.0,1108,Самовар,твердый переплет,192.0,оффсетная,русский,2010.0,220.0,145.0,нет,15.0
2737,Страна радости,5.0,22.0,2125,АСТ,твердый переплет,320.0,газетная,русский,2020.0,207.0,130.0,нет,24.0
2738,Принц Ардена,4.8,19.0,3313,Freedom,твердый переплет,576.0,пухлая,русский,2023.0,208.0,137.0,нет,32.0
2739,Таймлесс. Рубиновая книга,5.0,41.0,2763,Робинс,твердый переплет,360.0,оффсетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2740,Энола Холмс и таинственные букеты,5.0,2.0,2414,Эксмо,твердый переплет,256.0,оффсетная,русский,2019.0,200.0,125.0,нет,22.596082241301403
2741,"Речевой тренажёр. Как говорить по-английски, не запинаясь (аудиокурс)",4.8,11.0,2701,Питер,мягкая обложка,240.0,газетная,русский,2023.0,252.0,195.0,нет,18.0
2742,Среди тысячи лиц,4.5,42.0,2472,Эксмо,твердый переплет,352.0,оффсетная,русский,2017.0,190.0,116.0,нет,22.596082241301403
2743,Комната бабочек,5.0,3.0,3539,Inspiria,твердый переплет,576.0,оффсетная,русский,2021.0,200.0,138.0,нет,30.0
2744,Большая четверка,4.3,3.0,2991,Эксмо,твердый переплет,256.0,оффсетная,русский,2019.0,207.0,130.0,нет,18.0
2745,Сыщик на арене,5.0,3.0,2414,Эксмо,твердый переплет,288.0,оффсетная,русский,2018.0,218.0,144.0,нет,18.0
2746,Мужчины любят стерв. Руководство для слишком хороших женщин,4.8,28.0,1890,Эксмо,мягкая обложка,320.0,оффсетная,русский,2020.0,186.0,137.0,нет,18.0
2747,Тринадцать загадочных случаев,4.8,15.0,1090,Эксмо,мягкая обложка,288.0,газетная,русский,2021.0,166.0,113.0,нет,18.0
2748,Тихая гавань,4.6,11.0,1439,АСТ,мягкая обложка,352.0,оффсетная,русский,2021.0,180.0,117.0,нет,18.0
2749,Последний ход,5.0,3.0,3217,Эксмо,твердый переплет,384.0,оффсетная,русский,2021.0,200.0,125.0,нет,23.0
2750,"Вяжи. Одевай. Люби. Очаровательная компания вязаных животных. Более 40 моделей для вязания на спицах игрушек, одежды и аксессуаров",5.0,8.0,5114,Эксмо,твердый переплет,128.0,оффсетная,русский,2019.0,240.0,197.0,нет,22.596082241301403
2751,"The Sun and Her Flowers. Белые стихи, от которых распускаются цветы",4.9,7.0,4214,Эксмо,твердый переплет,480.0,оффсетная,"русский, английский",2022.0,200.0,138.0,да,22.596082241301403
2752,Снова мечтай,4.0,2.0,3313,Like Book,твердый переплет,400.0,оффсетная,русский,2022.0,207.0,147.0,нет,26.0
2753,Мартин Иден. Уровень 3,4.1,8.0,958,АСТ,мягкая обложка,160.0,оффсетная,"русский, английский",2017.0,200.0,125.0,нет,22.596082241301403
2754,Английский для детей (с черно-белыми иллюстрациями),4.9,47.0,1590,Айрис-пресс,твердый переплет,496.0,оффсетная,русский,2017.0,215.0,150.0,нет,25.0
2755,Хикори-дикори,5.0,4.0,1430,Эксмо,мягкая обложка,288.0,газетная,русский,2022.0,165.0,112.0,нет,17.0
2756,Танец с драконами. Искры над пеплом,4.8,19.0,2300,АСТ,твердый переплет,544.0,газетная,русский,2014.0,206.0,134.0,нет,30.0
2757,Многоразовые наклейки. В океанариуме,4.9,19.0,439,Фламинго,мягкая обложка,2.0,оффсетная,русский,2018.0,285.0,215.0,да,1.0
2758,Магическая битва. Книга 6. Инцидент в Сибуе: Открыть врата,5.0,2.0,4259,Азбука,твердый переплет,384.0,оффсетная,русский,2023.0,195.0,128.0,да,24.0
2759,Алхимик,4.830314232902033,17.495748613678373,2800,Общественный фонд «Мазмұндама»,твердый переплет,168.0,оффсетная,казахский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2760,Политика,4.7,6.0,1044,АСТ,мягкая обложка,384.0,оффсетная,русский,2016.0,180.0,115.0,нет,18.0
2761,Унесенные ветром. Комплект из 2 книг,5.0,5.0,2514,Азбука-Аттикус,мягкая обложка,1472.0,газетная,русский,2021.0,180.0,115.0,нет,55.0
2762,Гравити Фолз. Полная история. Сезон 1,5.0,4.0,6174,Эксмо,твердый переплет,232.0,матовая,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2763,"Не верь всему, что чувствуешь",4.8,6.0,2011,Питер,мягкая обложка,352.0,оффсетная,русский,2022.0,180.0,117.0,нет,26.0
2764,Лекарство от всех болезней. Как активировать скрытые резервы молодости,4.0,3.0,3125,АСТ,твердый переплет,272.0,оффсетная,русский,2020.0,215.0,167.0,нет,19.0
2765,В лесу родилась елочка. Стихи. Песни. Загадки и др.,5.0,13.0,402,Самовар,твердый переплет,48.0,оффсетная,русский,1973.184034736139,114.0,167.0,да,8.0
2766,1000 упражнений для вашего мозга по методикам Келли и Шульте. Большой тренажер,4.7,3.0,1695,АСТ,твердый переплет,352.0,пухлая,русский,2023.0,208.0,135.0,нет,25.0
2767,Жук. Читаем слова-слоги. Набор из 48 карточек. Обучение грамоте. 1 уровень,4.9,25.0,930,Айрис-пресс,твердый переплет,96.0,картон,Русский,2012.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2768,Убийство Роджера Экройда,4.8,61.0,1090,Эксмо,мягкая обложка,352.0,оффсетная,русский,2019.0,165.0,112.0,нет,22.596082241301403
2769,Дракула,4.830314232902033,17.495748613678373,3217,Эксмо,твердый переплет,448.0,оффсетная,русский,2023.0,212.0,138.0,нет,22.596082241301403
2770,Скорбь сатаны. Уровень 4,4.830314232902033,17.495748613678373,687,АСТ,мягкая обложка,224.0,оффсетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2771,Сказки-мультфильмы для малышей,4.9,123.0,1694,Росмэн,твердый переплет,80.0,оффсетная,русский,2022.0,200.0,260.0,да,22.596082241301403
2772,Волшебство в крапинку. Выпуск 15,5.0,3.0,2344,Эксмодетство,твердый переплет,144.0,оффсетная,русский,2023.0,195.0,135.0,нет,13.0
2773,Язык телодвижений,5.0,10.0,2188,Эксмо,твердый переплет,272.0,оффсетная,русский,2014.0,206.0,114.0,нет,19.0
2774,Кентервильское привидение,4.8,9.0,1044,АСТ,мягкая обложка,352.0,типографская,русский,2020.0,180.0,115.0,нет,24.0
2775,История степей. Феномен государства Чингисхана в истории Евразии,5.0,2.0,3300,Институт Азиатских Исследований,твердый переплет,678.0,оффсетная,русский,2021.0,208.49660407510987,210.0,нет,150.0
2776,Король Лев,4.9,16.0,2414,Эксмо,твердый переплет,256.0,типографская,русский,2019.0,200.0,125.0,нет,16.0
2777,Гастро-книга: Пищеварение вдоль и поперек,4.9,7.0,3219,АСТ,твердый переплет,304.0,оффсетная,русский,2020.0,220.0,144.0,нет,22.0
2778,Евгений Онегин,5.0,13.0,975,Азбука,твердый переплет,448.0,газетная,русский,2021.0,206.0,136.0,нет,31.0
2779,"Green Witch. Полный путеводитель по природной магии трав, цветов, эфирных масел и многому другому",4.7,9.0,3763,Эксмо,твердый переплет,304.0,оффсетная,русский,2019.0,194.0,146.0,нет,28.0
2780,9 месяцев счастья. Настольное пособие для беременных женщин (обновленное и дополненное издание),5.0,4.0,5628,Эксмо,твердый переплет,576.0,оффсетная,русский,2018.0,240.0,174.0,нет,36.0
2781,Японский язык. Тетрадь для записи иероглифов кандзи,5.0,3.0,383,АСТ,мягкая обложка,32.0,оффсетная,"японский, русский",2022.0,235.0,163.0,нет,3.0
2782,Ночь нежна,5.0,2.0,1250,АСТ,мягкая обложка,480.0,оффсетная,русский,2015.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2783,Корейский язык. Тренажёр по письму и чтению,5.0,15.0,1338,АСТ,мягкая обложка,80.0,оффсетная,русский,2017.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2784,Как папа был маленьким,5.0,4.0,1000,Росмэн,твердый переплет,128.0,оффсетная,русский,2022.0,200.0,130.0,нет,10.0
2785,Стоик,5.0,2.0,1294,АСТ,мягкая обложка,544.0,газетная,русский,2020.0,180.0,115.0,нет,24.0
2786,Материнская любовь,4.9,40.0,1570,АСТ,мягкая обложка,256.0,оффсетная,русский,2013.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2787,SAPIENS. Краткая история человечества,4.6,25.0,6696,Синдбад,твердый переплет,520.0,оффсетная,русский,2022.0,241.0,171.0,нет,30.0
2788,Часодеи. Часовой ключ. Книга 1,4.8,73.0,2792,Росмэн,твердый переплет,464.0,оффсетная,русский,2012.0,170.0,215.0,нет,22.596082241301403
2789,Психология влияния и обмана: инструкция для манипуляторов,5.0,1.0,2564,АСТ,твердый переплет,352.0,оффсетная,русский,2018.0,200.0,125.0,да,21.0
2790,Осколки детских травм. Почему мы болеем и как это остановить,4.8,25.0,2700,Эксмо,твердый переплет,336.0,типографская,русский,2018.0,207.0,150.0,нет,20.0
2791,Магическая битва. Книга 3. Командный бой. Черная вспышка,5.0,4.0,4283,Азбука,твердый переплет,384.0,оффсетная,русский,2022.0,195.0,130.0,нет,25.0
2792,Как продать что угодно кому угодно,4.8,29.0,1784,Питер,мягкая обложка,208.0,оффсетная,русский,2023.0,204.0,139.0,нет,9.0
2793,Ғашықтар,4.8,4.0,1885,Книжный клуб,твердый переплет,308.0,оффсетная,казахский,2022.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2794,"Утенок Элли, или Украденный праздник",4.9,15.0,1745,Эксмо,твердый переплет,128.0,оффсетная,русский,2015.0,207.0,131.0,нет,13.0
2795,Под небом Парижа,5.0,4.0,3438,АСТ,твердый переплет,416.0,оффсетная,русский,2023.0,207.0,135.0,нет,28.0
2796,Книжный вор,5.0,11.0,1230,Эксмо,мягкая обложка,608.0,газетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2797,Я подарю тебе крылья. Книга 1,4.9,46.0,2040,Эксмо,мягкая обложка,448.0,оффсетная,русский,2019.0,212.0,138.0,нет,22.596082241301403
2798,Танец воров,5.0,1.0,3781,АСТ,твердый переплет,576.0,оффсетная,русский,2022.0,207.0,132.0,нет,27.0
2799,Эшелон на Самарканд,4.9,10.0,3647,Редакция Елены Шубиной,твердый переплет,512.0,оффсетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2800,Грамматика. Сборник упражнений,4.9,38.0,3362,Каро,мягкая обложка,576.0,газетная,русский,2023.0,203.0,126.0,нет,22.0
2801,"1001 шахматная задача. Интерактивная книга, которая учит выигрывать",5.0,10.0,2188,Эксмо,мягкая обложка,128.0,оффсетная,русский,2016.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2802,Триумфальная арка,4.8,13.0,3125,АСТ,твердый переплет,640.0,оффсетная,русский,2017.0,186.0,123.0,нет,43.0
2803,Урсула. История морской ведьмы,5.0,3.0,2639,Эксмо,твердый переплет,256.0,оффсетная,русский,2017.0,200.0,125.0,нет,22.596082241301403
2804,Свяжи и дружи! Миниатюрные реалистичные игрушки. Вязание на спицах,5.0,1.0,6722,Эксмо,твердый переплет,176.0,оффсетная,русский,2022.0,246.0,205.0,нет,18.0
2805,Цветы зла,5.0,1.0,1145,АСТ,мягкая обложка,352.0,типографская,русский,2020.0,180.0,115.0,нет,29.0
2806,Внеклассное чтение для 1 класса,4.9,57.0,1011,Самовар,твердый переплет,126.0,оффсетная,русский,2014.0,220.0,145.0,да,10.0
2807,Энканто,4.8,4.0,2414,Эксмодетство,твердый переплет,160.0,оффсетная,русский,2021.0,208.0,132.0,да,12.0
2808,Разбуди в себе исполина,5.0,4.0,8812,Попурри,твердый переплет,576.0,оффсетная,русский,2021.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2809,Финансист,5.0,2.0,2906,АСТ,твердый переплет,736.0,оффсетная,русский,2020.0,188.0,122.0,нет,40.0
2810,Город Шипов,5.0,2.0,3539,Эксмо,твердый переплет,320.0,типографская,русский,2022.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2811,Хроники Акаши. Книга жизни,4.3,6.0,3219,АСТ,твердый переплет,320.0,оффсетная,русский,2021.0,240.0,168.0,нет,27.0
2812,1000 головоломок для мальчиков,4.9,35.0,1801,АСТ,мягкая обложка,80.0,оффсетная,русский,2017.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2813,Побег из школы. Нашествие гоблинов,4.830314232902033,17.495748613678373,2414,Эксмодетство,твердый переплет,76.0,оффсетная,русский,2023.0,215.0,155.0,нет,12.0
2814,Люблю и понимаю,5.0,9.0,3150,Эксмо,мягкая обложка,288.0,оффсетная,русский,2022.0,215.0,163.0,нет,22.596082241301403
2815,Не открывать! Липко!,4.8,9.0,2991,Эксмо,твердый переплет,240.0,оффсетная,русский,2019.0,205.0,145.0,да,22.596082241301403
2816,Игра Джералда,4.9,12.0,1439,АСТ,мягкая обложка,448.0,оффсетная,русский,2016.0,208.49660407510987,144.30630990415335,нет,22.596082241301403
2817,Дом без воспоминаний,4.830314232902033,17.495748613678373,1202,Азбука,мягкая обложка,384.0,оффсетная,русский,2023.0,180.0,115.0,нет,15.0
2818,Самый эффективный тренажёр по скорочтению,4.8,32.0,2345,АСТ,твердый переплет,192.0,оффсетная,русский,2018.0,216.0,169.0,нет,12.0
2819,Твоя вина,5.0,17.0,3219,АСТ,твердый переплет,512.0,типографская,русский,2022.0,206.0,130.0,нет,25.0
2820,О дивный новый мир,4.5,2.0,1481,АСТ,мягкая обложка,352.0,оффсетная,русский,2023.0,182.0,117.0,нет,18.0
2821,Дама с камелиями,4.7,6.0,958,АСТ,мягкая обложка,320.0,оффсетная,русский,2018.0,210.0,130.0,нет,40.0
