,title,rating,review_count,price,Издательство,ISBN,Переплет,Количество страниц,Бумага,Язык,Дата выхода,Высота издания,Ширина издания,Код товара,Unnamed: 14,Тираж,Иллюстрированная,Формат книги,Толщина издания,Производитель,Артикул,Количество листов,Формат,Крепление,Обложка,Отделка обложки,Плотность,Страна-производитель,Размер (Д×Ш×В),Упаковка,Год,Учебный период,Предметы,Бренд,Серия,Цвет,Материал,Типы материалов,Пол,Дополнительная информация,Количество в наборе,Возраст,Размер упаковки (Д×Ш×В),Торговая марка,Вид,Особенности,Продолжительность игры,Количество игроков,Комплектация,Вид лампы,Количество режимов,Световая температура,Световой поток,Мощность,Патрон,Тип питания,Разъёмы,Длина кабеля,Гарантия,Unnamed: 17,Цоколь
95,Удивительное путешествие кролика Эдварда,5.0,15.0,3022,Махаон,"978-5-389-00021-6, 978-0-7636-2589-2",твердый переплет,128.0,,русский,2021.0,240 мм,200 мм,47159,,10000 экземпляров,нет,84x108/16,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Essential Grammar in Use with Answers. Fourth Edition,4.9,10.0,13571,Cambridge University Press,"978-1-107-48055-1, 1107480558, 9781107480551, 978-1-107480-5-1",мягкая обложка,320.0,,английский,2017.0,264 мм,196 мм,603995,,,нет,,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Атлас. География Казахстана. 9 класс,5.0,30.0,790,8&8,978-601-340-254-3,мягкая обложка,52.0,,русский,2022.0,290 мм,197 мм,2363507,,,нет,,,,,,,,,,,,,,,9 класс,география,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Ночной портье,5.0,3.0,1250,АСТ,978-5-17-112843-2,твердый переплет,352.0,газетная,русский,2018.0,207 мм,130 мм,1276610,,7000 экземпляров,нет,84x108/32,23 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Миллион на маркетплейсах. Продано!,,,2999,АСТ,978-5-17-157868-8,твердый переплет,208.0,офсетная,русский,2023.0,218 мм,142 мм,3072477,,,,60x90/16,15 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Анатомия человека,4.6,13.0,3797,Эксмо,978-5-699-84623-8,мягкая обложка,240.0,,русский,2016.0,,,784846,,,нет,70x100/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Искусство любить,4.7,74.0,1137,АСТ,978-5-17-084593-4,мягкая обложка,224.0,офсетная,русский,2022.0,180 мм,115 мм,431196,,,нет,76x100/32,14 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,5.0,9.0,1386,,,,,,,,,,2810194,,,,,,,,,,,,,,Россия,"21 × 17,2 см ",пакет,,,,Юнландия,Premium,красный,металл,,,,,,,,,,,,,,,,,,,,,,,,
103,"Жизнь взаймы, или У неба любимчиков нет",4.9,9.0,2345,АСТ,978-5-17-113658-1,твердый переплет,352.0,газетная,русский,2018.0,207 мм,131 мм,1294884,,3000 экземпляров,нет,84x108/32,27 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Шолох. Долина Колокольчиков,5.0,1.0,3087,Эксмо,978-5-04-186890-1,твердый переплет,512.0,типографская,русский,2023.0,200 мм,125 мм,3004803,,,,84x108/32,27 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,"Харизма как влиять, убеждать и вдохновлять",4.9,76.0,1581,Альпина Паблишер,978-5-9614-7140-3,мягкая обложка,430.0,,русский,2022.0,165 мм,120 мм,1261757,,,нет,70x100/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Евгений Онегин,5.0,8.0,884,Азбука,978-5-389-08846-7,мягкая обложка,352.0,газетная,русский,2023.0,179 мм,114 мм,514345,,3000 экземпляров,нет,,12 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Приключения Тома Сойера и Гекльберри Финна,4.8,18.0,987,Азбука,978-5-389-04920-8,твердый переплет,608.0,газетная,русский,2021.0,205 мм,135 мм,299126,,,,,27 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,К востоку от Эдема,4.6,5.0,1894,АСТ,978-5-17-102580-9,мягкая обложка,960.0,газетная,русский,2017.0,180 мм,115 мм,855079,,,нет,76x100/32,35 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Beast Complex. Звериный комплекс. Том 1,,,3564,АСТ,978-5-17-155989-2,твердый переплет,192.0,офсетная,русский,2023.0,205 мм,145 мм,3089537,,,,60x84/16,17 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Неестественная смерть,,,1389,АСТ,978-5-17-156806-1,мягкая обложка,384.0,"пухлая, типографская",русский,2023.0,180 мм,117 мм,2951708,,,,76x100/32,27 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Пианистка,,,3313,Эксмо,978-5-04-122084-6,твердый переплет,416.0,типографская,русский,2022.0,,,2374052,,,,60x90/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Полный курс математики. 1 класс,5.0,11.0,1250,АСТ,"978-5-17-099048-1, 978-5-271-21631-2, 978-5-17-055049-4",мягкая обложка,286.0,,русский,2016.0,,,229168,,,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Магия,4.7,29.0,3324,Эксмо,978-5-699-89915-9,мягкая обложка,272.0,офсетная,русский,2016.0,210 мм,135 мм,747481,,,нет,,18 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Заклятые враги,5.0,3.0,2782,АСТ,978-5-17-150307-9,твердый переплет,608.0,типографская,русский,2022.0,208 мм,138 мм,2544798,,,,,44 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Эквилибрис. Книга 2. Доминум,5.0,5.0,2645,Popcorn Books,978-5-6047181-6-2,мягкая обложка,608.0,,русский,2022.0,210 мм,140 мм,2562992,,,,,45 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Цвет пурпурный,4.6,30.0,1265,АСТ,978-5-17-122861-3,мягкая обложка,352.0,офсетная,русский,2020.0,,,1878281,,4000 экземпляров,нет,76x100/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Цель. Процесс непрерывного улучшения,4.8,17.0,7817,Попурри,"978-985-15-5479-5, 978-985-15-5454-2, 978-985-15-5323-1, 978-985-15-4946-3, 978-985-15-4809-1, 978-985-15-4653-0, 978-985-15-4287-7, 978-985-15-3914-3",твердый переплет,400.0,офсетная,русский,2023.0,170 мм,245 мм,1335720,,,,70×100/16,23 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Айып етпе. Сиқырлы сөздер,,,1682,Общественный фонд «Мазмұндама»,978-601-7688-91-2,мягкая обложка,24.0,,Казахский,2023.0,200 мм,200 мм,3104222,,,,,8 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Архив Буресвета. Книга 1. Путь королей,5.0,5.0,5546,Азбука,978-5-389-09942-5,твердый переплет,1152.0,офсетная,русский,2021.0,215 мм,147 мм,733044,,,,,47 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Психология влияния,5.0,12.0,2040,Питер,978-5-4461-1238-8,мягкая обложка,480.0,,русский,2022.0,,,1410385,,,нет,76x100/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Джейн Эйр,5.0,1.0,2388,"Манн, Иванов и Фербер",978-5-00214-008-4,твердый переплет,640.0,офсетная,русский,2023.0,200 мм,125 мм,2972296,,,,,40 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"Кто нашел, берет себе",4.8,4.0,1370,АСТ,978-5-17-115107-2,мягкая обложка,512.0,газетная,русский,2019.0,180 мм,113 мм,1409063,,7000 экземпляров,нет,76x100/32,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Это же ребёнок! Школа адекватных родителей,5.0,1.0,1854,Эксмо,978-5-04-155589-4,мягкая обложка,368.0,,русский,2021.0,200 мм,127 мм,2190486,,,нет,84x108/32,22 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Большая энциклопедия НЛП. Структура магии,5.0,3.0,2564,АСТ,978-5-17-111154-0,твердый переплет,608.0,газетная,русский,2019.0,207 мм,132 мм,1474136,,3000 экземпляров,нет,84x108/32,38 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Мороз Иванович,5.0,1.0,1613,Malamalama,9785001346807,переплет из картона,,,русский,2021.0,225 мм,170 мм,2174296,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Сорок правил любви,4.7,68.0,1079,Азбука,978-5-389-09680-6,мягкая обложка,416.0,газетная,русский,2015.0,180 мм,116 мм,530949,,,нет,,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Темное озеро,,,266,Эксмо,978-5-04122-211-6,твердый переплет,448.0,офсетная,русский,2022.0,209 мм,134 мм,2418319,,,,84x108/32,27 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Марсианские хроники,,,1860,Эксмо,978-5-04-111051-2,твердый переплет,320.0,офсетная,русский,2020.0,208 мм,134 мм,1683481,,,нет,84x108/32,22 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Нелюбовь сероглазого короля,4.7,42.0,2639,Эксмо,978-5-04-115514-8,твердый переплет,384.0,офсетная,русский,2020.0,210 мм,135 мм,1809826,,5000 экземпляров,нет,84x108/32,29 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,"Я ненавижу тебя, только не бросай меня. Пограничные личности и как их понять",4.2,5.0,2011,Питер,978-5-4461-1406-1,мягкая обложка,320.0,,Русский,2022.0,180 мм,115 мм,1463508,,,нет,,24 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Интенсивный курс английского языка для начинающих,5.0,1.0,2564,АСТ,978-5-17-104555-5,мягкая обложка,368.0,газетная,русский,2018.0,212 мм,140 мм,1270312,,,да,60x90/16,30 мм,,,,,,,,,,,,,,английский язык,,,,,дополнительные пособия,,,,,,,,,,,,,,,,,,,,,,,
132,Путь художника,5.0,4.0,3477,Livebook (Лайвбук),978-5-9908081-5-7,мягкая обложка,384.0,офсетная,русский,2022.0,206 мм,145 мм,817855,,7000 экземпляров,нет,70x90/16,20 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Ситуативный казахский. Том 1,4.8,19.0,2824,Алматы,978-601-06-1679-0,твердый переплет,256.0,,русский,2022.0,,,289026,,,нет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Мара и Морок. Особенная Тень,4.6,43.0,2991,Эксмо,978-5-04-110919-6,твердый переплет,416.0,типографская,русский,2020.0,207 мм,135 мм,1758300,,14000 экземпляров,нет,84x108/32,35 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Боремся со стрессом. Сборник простых и действенных упражнений,4.2,5.0,852,Контэнт,978-5-91906-794-8,мягкая обложка,64.0,,русский,2017.0,,,904955,,,нет,70x100/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,"Я, робот",5.0,3.0,2991,Эксмо,978-5-04-100014-1,твердый переплет,320.0,офсетная,русский,2019.0,200 мм,125 мм,1329541,,,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Янтарь рассеивает тьму,5.0,3.0,3539,Freedom,978-5-04-185095-1,твердый переплет,576.0,офсетная,русский,2023.0,200 мм,125 мм,3004804,,,,60x92/16,34 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,"Главные секреты абсолютной уверенности в себе. Проверенная формула, теперь она поможет и вам",4.6,15.0,1969,Питер,"978-5-4461-1181-7, 978-5-4461-0393-5",мягкая обложка,256.0,,русский,2022.0,180 мм,116 мм,848001,,,нет,76x100/32,17 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,"Магнус, берегись! Решебник по партиям чемпиона мира по шахматам",,,1064,Russian chess house,978-5-94693-962-1,мягкая обложка,64.0,,русский,2021.0,,,2074837,,,нет,60x90/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Поющие в терновнике,4.8,66.0,1695,АСТ,978-5-17-082887-6,мягкая обложка,640.0,газетная,русский,2022.0,180 мм,116 мм,372916,,,нет,,32 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Милый друг,5.0,6.0,1178,Эксмо,978-5-04-155241-1,твердый переплет,352.0,газетная,русский,2021.0,210 мм,138 мм,2227935,,5000 экземпляров,нет,84x108/32,27.6 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Смешные рассказы о школе,4.9,56.0,1077,Самовар,"978-5-9781-0278-9, 978-5-9781-0067-9, 978-5-85066-288-X, 978-5-9781-0183-6, 978-5-85066-288-2, 5-85066-288-X",твердый переплет,112.0,офсетная,русский,2009.0,,,238880,,,нет,60x90/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Расклады на картах Таро. Практическое руководство,5.0,7.0,4342,Эксмо,978-5-04-113443-3,твердый переплет,640.0,офсетная,русский,2020.0,,,1918176,,7000 экземпляров,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Шантарам — 2. Тень горы,4.6,39.0,4798,Азбука,978-5-389-10812-7,твердый переплет,832.0,офсетная,русский,2021.0,240 мм,145 мм,632801,,,,60×100/16,43 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Полный курс русского языка. 2 класс,4.9,11.0,1294,АСТ,"978-5-17-098557-9, 978-5-17-052470-9, 978-5-17052-470-9, 978-5-271-20181-3",мягкая обложка,352.0,газетная,русский,2016.0,201 мм,125 мм,753529,,,нет,84x108/32,17 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Подставка для книг,4.9,13.0,1927,,,,,,,,,,2434076,,,,,,Феникс +,59877,,,,,,,Китай,"15,8 × 16 × 12,8 см",ПЭТ-пакет,,,,,,бирюзовый,металл,,девочка,6 углов наклона ,,,,,,,,,,,,,,,,,,,,,
147,"Человек, который смеется",5.0,7.0,1338,АСТ,978-5-17-113775-5,твердый переплет,640.0,газетная,русский,2019.0,200 мм,125 мм,1340422,,7000 экземпляров,нет,84x108/32,27 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Империя бурь,5.0,2.0,4182,Азбука,"978-5-389-19644-5, 978-5-389-12678-7",твердый переплет,704.0,офсетная,русский,2022.0,210 мм,140 мм,899814,,,,,35 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Сказки-минутки на каждый вечер,4.7,24.0,2714,Росмэн,978-5-353-09283-4,твердый переплет,128.0,офсетная,русский,2019.0,263 мм,203 мм,1450765,,,да,,12 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Сила уверенности в себе. Секретное оружие для достижения успеха,4.3,3.0,3313,Эксмо,978-5-04-159615-6,твердый переплет,240.0,офсетная,русский,2022.0,212 мм,144 мм,2402600,,,,,16 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Белый пароход,,,2316,Эксмо,978-5-04-161767-7,твердый переплет,256.0,офсетная,русский,2022.0,207 мм,134 мм,2285583,,,нет,84x108/32,17 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Урфин Джюс и его деревянные солдаты (ил. А.Власовой),4.8,4.0,3539,Эксмо,978-5-699-96357-7,твердый переплет,248.0,офсетная,русский,2018.0,226 мм,171 мм,1093976,,,да,72x94/16,23 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Грозовой перевал,4.7,7.0,1157,Эксмо,978-5-04-117894-9,твердый переплет,384.0,газетная,русский,2021.0,,,1912824,,4000 экземпляров,нет,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Букварь. Учебное пособие,5.0,418.0,1990,Эксмодетство,978-5-699-47515-5,твердый переплет,,офсетная,русский,,265 мм,205 мм,267723,,,,84x108/16,10 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Выздоровление души,4.8,20.0,3604,Диля,978-5-900694-45-0,мягкая обложка,192.0,офсетная,русский,2018.0,204 мм,147 мм,826043,,15000 экземпляров,нет,84x108/32,10 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Мектепте. Әдептілік әліппесі,,,1682,Общественный фонд «Мазмұндама»,978-601-7688-88-2,мягкая обложка,24.0,,Казахский,2023.0,200 мм,200 мм,3104365,,,,,8 мм,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Сейчас и навечно,4.7,7.0,2635,Эксмо,978-5-04-161659-5,твердый переплет,448.0,офсетная,русский,2022.0,,,2402663,,,,84x108/32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
